Species,Weight,Length1,Length2,Length3,Height,Width
Roach,562.2463275406406,13.840252893665662,28.782351100708002,28.014020535984166,11.202869330290596,5.780554042603194
Bream,761.4298277793495,18.84545813871254,28.93036369020326,2.978264809613897,8.294178041735796,3.880442687096185
Roach,150.39591717596736,44.203325211294015,47.08269556161651,42.041466791610894,13.374536568431356,3.303148695650286
Perch,642.9771944899387,11.20525810385207,44.39171489640559,39.81732511307345,13.194584056897419,5.1403840452876475
Bream,78.28170241166055,29.68738350345614,30.356880304210264,42.72368085921561,6.215368712589832,6.681132166477168
Roach,674.8902071918308,19.60520850370033,17.078687195363884,30.815256491156735,6.165149166087966,5.0513881862341306
Perch,289.2799373871576,29.720979112701453,9.919485348425393,43.777841960020595,7.011400285113658,4.080726009018951
Perch,795.8275171949938,11.673384363551044,33.46232185582551,50.66473132847737,6.717625171968136,4.481650581783835
Parkki,655.2780216453721,35.676572299842114,32.77100063045485,15.011608799686005,9.179480202508186,4.5339212641176125
Perch,552.3251372859343,27.563075883956934,61.15567705902839,39.269019502956986,9.13742987777423,2.51840522255371
Roach,184.38241118098279,20.581600989834268,32.22039783744813,30.37571814375422,3.31218632859892,1.4886798532176062
Pike,608.6029501217708,28.20445061989409,13.11098190770618,23.740035789273534,11.20080800267726,6.997341400783817
Roach,245.10447502914258,39.093609833468435,14.000993575795894,53.33299395580684,8.57033563048406,6.397193988912881
Smelt,468.1964702165668,36.176961223472134,19.450055769221343,43.76391572780081,7.531069747270363,1.0820239569998793
Roach,25.56738149585283,23.121651312567664,27.669691133671172,39.08372609094634,18.773562749985835,6.103443916406595
Roach,10.984015201948807,25.308475605252045,36.975642888280525,43.56071921375849,8.10284670357982,6.401404075882492
Perch,767.072371338345,19.94442333171051,14.191930643549565,38.854756599973896,6.090835905983477,7.8507041375734685
Perch,201.91705637688136,26.519941139688697,38.748042410445194,24.03165458781815,10.750054278603708,3.2379515560299623
Perch,663.5956027028792,18.208347152309777,19.222755202157824,31.608104235576874,7.264704878122647,3.096715078508478
Whitefish,902.6927943795225,22.97401736777664,23.669618097753112,35.254827421279,10.83163557735195,1.1364165449273602
Bream,360.99950174097273,17.97208537318892,44.6384373102859,19.039380712665512,10.274464741417667,0.9074354579547634
Perch,96.74696541820805,15.752514635654776,37.46207511901188,26.285235509548784,11.236722710214458,4.7681491628445585
Perch,613.3016500556291,5.6347565342842,15.902481136707454,43.569707165952664,12.533122166328976,2.1729504154435353
Perch,692.624630069967,32.51238741811316,21.535767385227732,49.5385400829058,11.298687099228136,5.268590171688176
Perch,282.1675499856341,16.042606307015674,14.171838136918836,46.629290780134326,16.866490273974602,6.062236121174566
Roach,537.5518735263524,22.516935093793617,36.898475946768016,37.2004928188247,15.748421567651288,3.6380070913346128
Perch,352.6958991384989,35.261217938260295,43.805681232946064,21.89169026998626,15.55846916306287,5.494282927892338
Smelt,551.7890993274513,36.88483067036438,6.326354393988211,38.04795315831469,7.281541004382022,5.3941404130681265
Pike,773.0456671186237,40.825036824132795,39.95166823245755,42.238640058170304,8.335025474727857,3.4207906598444993
Perch,397.13397539961016,42.92812364938899,29.909232191618226,43.230791721460186,10.540576579714953,2.350348490104251
